dataset,aggregation,relation,relation_name,train_triple_count,valid_triple_count,test_triple_count,baseline_stage1_mrr,selected_config_stage1_mrr,final_test_mrr,gain_vs_baseline,rel_gain_pct,selected_stage1_gain_vs_baseline,stage2_gain_vs_selected_stage1,gain_bucket,selected_stage,dependency_stage_attempted,dependency_stage_accepted,valid_stage1_mrr,valid_stage2_mrr,selected_valid_mrr,num_relation_rules,num_relation_dependencies,num_relation_rule_types,num_relation_dependency_types,num_relation_dependency_type_source_pairs,parsed_total_rules,B_rule_count,Uc_rule_count,Ud_rule_count,Z_rule_count,B_ratio,Uc_ratio,Ud_ratio,filtered_synergy_count,filtered_redundancy_count,filtered_dep_total,filtered_dep_per_rule,dep_per_rule,stage1_headroom,relation_time_seconds,rule_weight_B,rule_weight_U,rule_weight_Uc,rule_weight_Ud,dep_weight_BB,dep_weight_BU,dep_weight_UU,dep_weight_B_Uc,dep_weight_B_Ud,dep_weight_Uc_Uc,dep_weight_Uc_Ud,dep_weight_Ud_Ud,stage1_bucket,dep_density_bucket
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,52,/music/genre/parent_genre,678,76,97,0.162703,0.204795,0.204795,0.042092,25.870126,0.042092,0.000000,positive,rule_only,True,False,0.217262,0.217262,0.217262,454,188,2,0,0,454,36,185,233,0,0.079295,0.407489,0.513216,158,30,188,0.414097,0.414097,0.837297,46.216332,1.316928,1.852802,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,153,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,39,9,2,0,0,39,19,9,11,0,0.487179,0.230769,0.282051,8,1,9,0.230769,0.230769,1.000000,41.423046,1.000000,1.000000,,,1.000000,1.000000,,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,54,/location/country/capital,142,7,11,0.098048,0.097635,0.097635,-0.000413,-0.421449,-0.000413,0.000000,negative,rule_only,True,False,0.166755,0.166755,0.166755,27,18,1,0,0,27,27,0,0,0,1.000000,0.000000,0.000000,5,13,18,0.666667,0.666667,0.901952,39.524718,1.202799,,,,1.000000,,,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,55,/film/special_film_performance_type/film_performance_type./film/performance/film,93,9,11,0.470106,0.450730,0.450730,-0.019377,-4.121737,-0.019377,0.000000,negative,rule_only,True,False,0.474011,0.474011,0.474011,265,74,2,0,0,265,44,143,78,0,0.166038,0.539623,0.294340,74,0,74,0.279245,0.279245,0.529894,38.471643,0.930419,1.009971,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,56,/location/hud_county_place/place,459,56,48,0.000137,0.000137,0.000137,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000137,,0.000137,971,0,2,0,0,971,695,208,66,2,0.715757,0.214212,0.067971,0,0,0,0.000000,0.000000,0.999863,38.137585,1.000000,1.000000,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,497,0,2,0.035442,0.035442,0.035442,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,15675,42284,2,0,0,15675,822,14066,787,0,0.052440,0.897352,0.050207,31350,10934,42284,2.697544,2.697544,0.964558,42.523220,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,2051,51,55,0.399967,0.399967,0.427246,0.027279,6.820201,0.000000,0.027279,positive,dependency,True,True,0.324398,0.353848,0.353848,5919,9103,2,3,9103,5919,1297,2520,2102,0,0.219125,0.425748,0.355128,9050,53,9103,1.537929,1.537929,0.600033,60.375751,1.039389,0.893954,,,1.152313,1.315494,1.162123,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,59,/film/film_subject/films,603,46,77,0.202503,0.214907,0.215123,0.012620,6.231841,0.012404,0.000215,positive,dependency,True,True,0.205509,0.205684,0.205684,1185,44,2,2,44,1185,79,501,605,0,0.066667,0.422785,0.510549,44,0,44,0.037131,0.037131,0.797497,43.897024,1.429105,1.490425,,,0.996217,,1.003972,,,,,,"[0.2,0.4)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,475,48,60,0.497571,0.497349,0.497673,0.000102,0.020448,-0.000222,0.000324,neutral,dependency,True,True,0.515268,0.520943,0.520943,1393,4294,2,2,4294,1393,585,701,106,1,0.419957,0.503230,0.076095,2786,1508,4294,3.082556,3.082556,0.502429,40.395829,0.769726,0.778527,,,1.007205,,1.007201,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,61,/education/educational_institution/colors,856,67,90,0.224034,0.221450,0.229320,0.005285,2.359235,-0.002584,0.007870,neutral,dependency,True,True,0.263715,0.266357,0.266357,1481,4237,2,3,4237,1481,105,886,487,3,0.070898,0.598244,0.328832,2322,1915,4237,2.860905,2.860905,0.775966,41.319568,0.812012,0.833356,,,1.004244,1.005433,1.003964,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,62,/base/aareas/schema/administrative_area/administrative_parent,579,15,25,0.521899,0.521899,0.521899,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.566851,0.566851,0.566851,1633,6532,2,0,0,1633,575,893,164,1,0.352113,0.546846,0.100429,3266,3266,6532,4.000000,4.000000,0.478101,42.716155,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,63,/organization/role/leaders./organization/leadership/organization,756,57,70,0.461535,0.457098,0.481907,0.020372,4.414060,-0.004437,0.024809,positive,dependency,True,True,0.450763,0.470274,0.470274,971,3884,2,3,3884,971,303,493,172,3,0.312049,0.507724,0.177137,1942,1942,3884,4.000000,4.000000,0.538465,45.048258,0.703763,1.119999,,,1.003478,0.996867,1.004248,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,64,/government/legislative_session/members./government/government_position_held/legislative_sessions,814,11,13,0.391825,0.389535,0.389535,-0.002289,-0.584288,-0.002289,0.000000,negative,rule_only,True,False,0.323455,0.323455,0.323455,8311,17090,2,0,0,8311,36,7759,516,0,0.004332,0.933582,0.062086,468,16622,17090,2.056311,2.056311,0.608175,41.806319,0.844747,0.845472,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,65,/olympics/olympic_games/sports,664,8,13,0.263227,0.287729,0.415385,0.152158,57.804707,0.024502,0.127656,positive,dependency,True,True,0.316667,0.458677,0.458677,9650,21010,2,3,21010,9650,104,9057,489,0,0.010777,0.938549,0.050674,1710,19300,21010,2.177202,2.177202,0.736773,42.132102,0.557252,0.540209,,,0.997859,0.998865,0.998643,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,66,/people/person/places_lived./people/place_lived/location,3738,232,305,0.129771,0.133139,0.133139,0.003368,2.595010,0.003368,0.000000,neutral,rule_only,True,False,0.142513,0.142513,0.142513,4519,1283,2,0,0,4519,977,1479,2059,4,0.216198,0.327285,0.455632,1081,202,1283,0.283912,0.283912,0.870229,63.390109,1.944714,2.057481,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,67,/award/award_category/disciplines_or_subjects,204,21,15,0.672263,0.629580,0.629580,-0.042682,-6.349056,-0.042682,0.000000,negative,rule_only,True,False,0.482275,0.482275,0.482275,223,227,2,0,0,223,25,159,39,0,0.112108,0.713004,0.174888,56,171,227,1.017937,1.017937,0.327737,42.069199,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,688,70,86,0.191026,0.191026,0.191026,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.175038,0.175038,0.175038,3143,2576,2,0,0,3143,132,1769,1241,1,0.041998,0.562838,0.394846,1903,673,2576,0.819599,0.819599,0.808974,40.503605,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,1153,53,63,0.376384,0.344434,0.344434,-0.031950,-8.488602,-0.031950,0.000000,negative,rule_only,True,False,0.337808,0.337808,0.337808,34850,95132,2,0,0,34850,466,31624,2760,0,0.013372,0.907432,0.079197,25432,69700,95132,2.729756,2.729756,0.623616,52.752014,0.596831,0.505576,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,70,/language/human_language/countries_spoken_in,335,19,25,0.306433,0.336929,0.380721,0.074288,24.242871,0.030495,0.043793,positive,dependency,True,True,0.405683,0.434221,0.434221,1883,7532,2,3,7532,1883,278,1114,491,0,0.147637,0.591609,0.260754,3766,3766,7532,4.000000,4.000000,0.693567,43.528832,0.874581,0.962238,,,1.044255,1.036128,1.043512,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,71,/people/ethnicity/people,2063,169,251,0.316000,0.310412,0.311166,-0.004834,-1.529757,-0.005588,0.000754,negative,dependency,True,True,0.289482,0.290674,0.290674,3266,7613,2,3,7613,3266,340,1622,1300,4,0.104103,0.496632,0.398040,6532,1081,7613,2.330986,2.330986,0.684000,54.578992,1.037441,2.123908,,,0.987295,1.001361,0.986475,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,760,30,31,0.357720,0.362454,0.347837,-0.009883,-2.762831,0.004734,-0.014617,negative,dependency,True,True,0.436862,0.438717,0.438717,19349,59149,2,3,59149,19349,442,17085,1821,1,0.022844,0.882991,0.094113,20451,38698,59149,3.056954,3.056954,0.642280,51.949948,0.700177,0.664655,,,1.002452,1.002404,1.002395,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,256,26,38,0.660760,0.665812,0.665812,0.005052,0.764502,0.005052,0.000000,neutral,rule_only,True,False,0.694980,0.694980,0.694980,2536,5737,2,0,0,2536,118,2239,179,0,0.046530,0.882886,0.070584,665,5072,5737,2.262224,2.262224,0.339240,40.800494,0.758806,0.756441,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,74,/film/film/other_crew./film/film_crew_gig/crewmember,384,37,26,0.149019,0.157161,0.157161,0.008142,5.463768,0.008142,0.000000,positive,rule_only,True,False,0.179950,0.179950,0.179950,1231,83,2,0,0,1231,132,510,589,0,0.107230,0.414297,0.478473,82,1,83,0.067425,0.067425,0.850981,40.692866,1.116777,1.503682,,,1.000000,,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,75,/music/performance_role/track_performances./music/track_contribution/role,3795,39,53,0.223067,0.220930,0.220930,-0.002137,-0.958114,-0.002137,0.000000,negative,rule_only,True,False,0.143297,0.143297,0.143297,114060,234164,2,0,0,114060,1073,109841,3146,0,0.009407,0.963011,0.027582,6044,228120,234164,2.052990,2.052990,0.776933,76.077439,0.516140,0.325940,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,76,/music/record_label/artist,2226,252,266,0.156877,0.165831,0.165831,0.008953,5.707249,0.008953,0.000000,positive,rule_only,True,False,0.188573,0.188573,0.188573,4849,2513,2,0,0,4849,228,2800,1819,2,0.047020,0.577439,0.375129,2066,447,2513,0.518251,0.518251,0.843123,49.700606,0.985891,1.140554,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,1404,17,11,0.013772,0.014536,0.012752,-0.001020,-7.403049,0.000764,-0.001784,negative,dependency,True,True,0.028017,0.028962,0.028962,1603,38,2,3,38,1603,352,279,972,0,0.219588,0.174049,0.606363,31,7,38,0.023706,0.023706,0.986228,51.788353,2.089648,2.220607,,,1.210290,1.035635,1.114485,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,78,/base/locations/continents/countries_within,125,4,5,0.819608,0.852326,0.513935,-0.305672,-37.294955,0.032718,-0.338390,negative,dependency,True,True,0.331302,0.405807,0.405807,1187,4748,2,3,4748,1187,156,875,156,0,0.131424,0.737152,0.131424,2374,2374,4748,4.000000,4.000000,0.180392,43.774850,0.744570,0.800786,,,1.121569,1.091666,1.115467,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,269,26,42,0.217798,0.215807,0.214691,-0.003107,-1.426550,-0.001991,-0.001116,negative,dependency,True,True,0.248867,0.248972,0.248972,1168,552,2,3,552,1168,68,653,447,0,0.058219,0.559075,0.382705,550,2,552,0.472603,0.472603,0.782202,40.641092,0.867401,0.869784,,,0.999256,1.000744,1.000744,,,,,,"[0.2,0.4)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,80,/sports/sports_team/sport,423,47,53,0.693506,0.720852,0.727539,0.034033,4.907439,0.027346,0.006687,positive,dependency,True,True,0.694712,0.694737,0.694737,405,1383,2,2,1383,405,77,275,52,1,0.190123,0.679012,0.128395,730,653,1383,3.414815,3.414815,0.306494,42.176336,0.697986,0.735163,,,1.004784,,1.006256,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,81,/education/educational_institution_campus/educational_institution,526,13,13,0.000137,0.000137,0.000137,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000137,,0.000137,1571,0,2,0,0,1571,907,586,76,2,0.577339,0.373011,0.048377,0,0,0,0.000000,0.000000,0.999863,39.726117,1.000000,1.000000,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,82,/people/person/religion,1085,125,127,0.316297,0.320026,0.317369,0.001073,0.339093,0.003729,-0.002657,neutral,dependency,True,True,0.318890,0.322538,0.322538,1565,2835,2,3,2835,1565,245,724,593,3,0.156550,0.462620,0.378914,2775,60,2835,1.811502,1.811502,0.683703,46.054558,0.979529,1.580337,,,1.006909,0.995961,1.011046,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,83,/organization/organization/headquarters./location/mailing_address/citytown,852,44,55,0.227846,0.246132,0.250716,0.022871,10.037707,0.018286,0.004584,positive,dependency,True,True,0.330527,0.333109,0.333109,737,308,2,3,308,737,286,190,261,0,0.388060,0.257802,0.354138,255,53,308,0.417910,0.417910,0.772154,44.797463,1.898551,1.579500,,,1.048331,1.006322,1.045293,,,,,,"[0.2,0.4)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,84,/film/film/produced_by,1285,54,60,0.387985,0.381660,0.382749,-0.005236,-1.349515,-0.006325,0.001089,negative,dependency,True,True,0.400290,0.401998,0.401998,2937,6035,2,3,6035,2937,738,930,1269,0,0.251277,0.316650,0.432074,5874,161,6035,2.054818,2.054818,0.612015,52.082507,1.799874,2.387757,,,1.012335,1.005773,1.003163,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,85,/people/person/spouse_s./people/marriage/type_of_union,2909,302,346,0.491234,0.490060,0.490060,-0.001174,-0.238964,-0.001174,0.000000,negative,rule_only,True,False,0.495777,0.495777,0.495777,5859,2547,2,0,0,5859,908,4758,191,2,0.154975,0.812084,0.032599,238,2309,2547,0.434716,0.434716,0.508766,50.006103,0.549183,0.810135,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,86,/film/film/production_companies,1568,82,84,0.394222,0.395687,0.390648,-0.003574,-0.906667,0.001465,-0.005040,negative,dependency,True,True,0.449995,0.454992,0.454992,4321,9330,2,3,9330,4321,585,2462,1271,3,0.135385,0.569776,0.294145,8642,688,9330,2.159222,2.159222,0.605778,55.409028,1.227154,1.672349,,,1.108730,1.101050,1.123582,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,87,/location/country/second_level_divisions,463,32,46,0.646846,0.647083,0.705363,0.058517,9.046516,0.000237,0.058280,positive,dependency,True,True,0.672796,0.710578,0.710578,725,2705,2,3,2705,725,562,90,72,1,0.775172,0.124138,0.099310,1450,1255,2705,3.731034,3.731034,0.353154,44.793807,0.747458,1.822720,,,0.999872,1.008200,0.997875,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,88,/base/culturalevent/event/entity_involved,276,20,20,0.108017,0.103983,0.104494,-0.003523,-3.261387,-0.004034,0.000511,negative,dependency,True,True,0.214695,0.221757,0.221757,237,234,2,3,234,237,103,51,83,0,0.434599,0.215190,0.350211,234,0,234,0.987342,0.987342,0.891983,40.566206,1.267471,1.482263,,,1.022589,1.020857,1.023497,,,,,,"[0.0,0.2)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,89,/education/educational_degree/people_with_this_degree./education/education/institution,2257,244,287,0.406914,0.409410,0.409410,0.002496,0.613395,0.002496,0.000000,neutral,rule_only,True,False,0.381431,0.381431,0.381431,13213,35969,2,0,0,13213,195,11791,1219,8,0.014758,0.892379,0.092258,20660,15309,35969,2.722243,2.722243,0.593086,49.068566,0.657462,0.626625,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,285,21,38,0.550902,0.548161,0.548161,-0.002741,-0.497592,-0.002741,0.000000,negative,rule_only,True,False,0.576217,0.576217,0.576217,894,2178,2,0,0,894,156,578,159,1,0.174497,0.646532,0.177852,1788,390,2178,2.436242,2.436242,0.449098,40.103170,0.791722,0.810256,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,121,15,11,0.684264,0.676744,0.676688,-0.007576,-1.107137,-0.007520,-0.000056,negative,dependency,True,True,0.627648,0.639015,0.639015,228,799,2,2,799,228,85,125,17,1,0.372807,0.548246,0.074561,456,343,799,3.504386,3.504386,0.315736,38.673272,0.839531,0.839773,,,1.003346,,1.003346,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,92,/music/performance_role/regular_performances./music/group_membership/group,1327,105,167,0.431384,0.434878,0.434878,0.003494,0.809912,0.003494,0.000000,neutral,rule_only,True,False,0.450133,0.450133,0.450133,29112,64462,2,0,0,29112,380,26815,1912,5,0.013053,0.921098,0.065677,58224,6238,64462,2.214276,2.214276,0.568616,51.496412,0.771248,0.768873,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,215,18,30,0.734527,0.741730,0.806163,0.071635,9.752574,0.007202,0.064433,positive,dependency,True,True,0.851080,0.895833,0.895833,1832,5759,2,3,5759,1832,38,1566,228,0,0.020742,0.854803,0.124454,2095,3664,5759,3.143559,3.143559,0.265473,41.163430,0.727841,0.648319,,,1.009056,1.009751,1.009254,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,94,/sports/sports_team_location/teams,331,35,53,0.060412,0.060640,0.060640,0.000229,0.378350,0.000229,0.000000,neutral,rule_only,False,False,0.095853,,0.095853,15,0,2,0,0,15,13,0,2,0,0.866667,0.000000,0.133333,0,0,0,0.000000,0.000000,0.939588,40.223947,1.339565,1.271635,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,95,/sports/sports_team/colors,689,67,77,0.308285,0.308799,0.308799,0.000513,0.166515,0.000513,0.000000,neutral,rule_only,True,False,0.325044,0.325044,0.325044,869,2926,2,0,0,869,63,644,160,2,0.072497,0.741082,0.184120,1343,1583,2926,3.367089,3.367089,0.691715,41.437865,0.746066,0.776863,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,437,48,43,0.619394,0.619394,0.612805,-0.006589,-1.063813,0.000000,-0.006589,negative,dependency,True,True,0.700372,0.706721,0.706721,1839,6305,2,3,6305,1839,51,1481,307,0,0.027732,0.805329,0.166939,3678,2627,6305,3.428494,3.428494,0.380606,41.512729,0.758086,0.758114,,,1.005231,1.005231,1.005231,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,717,12,16,0.588541,0.577975,0.577975,-0.010566,-1.795246,-0.010566,0.000000,negative,dependency,True,True,0.527571,0.527577,0.527577,4795,19180,2,3,19180,4795,896,2511,1388,0,0.186861,0.523670,0.289468,9590,9590,19180,4.000000,4.000000,0.411459,43.717098,0.720163,0.667110,,,1.005021,1.003585,1.005349,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,233,27,27,0.844691,0.869444,0.869224,0.024533,2.904329,0.024753,-0.000220,neutral,dependency,True,True,0.978395,0.981481,0.981481,1334,2629,2,3,2629,1334,11,1168,155,0,0.008246,0.875562,0.116192,588,2041,2629,1.970765,1.970765,0.155309,40.155942,0.732825,0.734612,,,1.000744,1.000744,1.000744,,,,,,"[0.6,1.0]",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,99,/user/alexander/philosophy/philosopher/interests,100,14,9,0.254114,0.252780,0.252780,-0.001333,-0.524761,-0.001333,0.000000,negative,rule_only,True,False,0.278058,0.278058,0.278058,165,118,2,0,0,165,26,60,79,0,0.157576,0.363636,0.478788,114,4,118,0.715152,0.715152,0.745886,38.634175,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,100,/people/person/languages,783,98,98,0.427993,0.427666,0.427666,-0.000327,-0.076339,-0.000327,0.000000,negative,rule_only,True,False,0.420209,0.420209,0.420209,1692,3708,2,0,0,1692,543,846,302,1,0.320922,0.500000,0.178487,3384,324,3708,2.191489,2.191489,0.572007,45.330565,1.070035,1.862228,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,101,/education/educational_institution/students_graduates./education/education/major_field_of_study,2622,276,321,0.236662,0.226048,0.229999,-0.006663,-2.815412,-0.010614,0.003951,negative,dependency,True,True,0.224207,0.226636,0.226636,12081,27518,2,3,27518,12081,313,9094,2669,5,0.025908,0.752752,0.220925,24162,3356,27518,2.277792,2.277792,0.763338,57.474824,0.797818,0.777740,,,0.996324,0.996877,0.997340,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,102,/film/director/film,859,8,19,0.349018,0.349018,0.324691,-0.024327,-6.970123,0.000000,-0.024327,negative,dependency,True,True,0.312793,0.320404,0.320404,1788,3750,2,3,3750,1788,530,500,758,0,0.296421,0.279642,0.423937,3576,174,3750,2.097315,2.097315,0.650982,45.399999,1.039892,1.025332,,,1.082903,1.042511,1.075084,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,909,114,121,0.382738,0.391017,0.413175,0.030437,7.952335,0.008279,0.022158,positive,dependency,True,True,0.391129,0.413560,0.413560,2200,1367,2,3,1367,2200,196,745,1259,0,0.089091,0.338636,0.572273,1347,20,1367,0.621364,0.621364,0.617262,46.674112,1.122839,1.294341,,,1.114133,1.074002,1.071051,,,,,,"[0.2,0.4)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,381,8,8,0.846429,0.840104,0.840104,-0.006324,-0.747188,-0.006324,0.000000,negative,rule_only,True,False,0.822917,0.822917,0.822917,5352,12634,2,0,0,5352,105,4877,370,0,0.019619,0.911248,0.069133,1930,10704,12634,2.360613,2.360613,0.153571,40.188178,0.645173,0.608633,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,105,/film/film/costume_design_by,192,14,13,0.363245,0.354764,0.354711,-0.008534,-2.349381,-0.008481,-0.000053,negative,dependency,True,True,0.311230,0.312860,0.312860,518,130,2,2,130,518,81,204,233,0,0.156371,0.393822,0.449807,126,4,130,0.250965,0.250965,0.636755,39.900534,1.120941,1.460913,,,1.021058,,1.037372,,,,,,"[0.2,0.4)",Q2
