dataset,aggregation,relation,relation_name,train_triple_count,valid_triple_count,test_triple_count,baseline_stage1_mrr,selected_config_stage1_mrr,final_test_mrr,gain_vs_baseline,rel_gain_pct,selected_stage1_gain_vs_baseline,stage2_gain_vs_selected_stage1,gain_bucket,selected_stage,dependency_stage_attempted,dependency_stage_accepted,valid_stage1_mrr,valid_stage2_mrr,selected_valid_mrr,num_relation_rules,num_relation_dependencies,num_relation_rule_types,num_relation_dependency_types,num_relation_dependency_type_source_pairs,parsed_total_rules,B_rule_count,Uc_rule_count,Ud_rule_count,Z_rule_count,B_ratio,Uc_ratio,Ud_ratio,filtered_synergy_count,filtered_redundancy_count,filtered_dep_total,filtered_dep_per_rule,dep_per_rule,stage1_headroom,relation_time_seconds,rule_weight_B,rule_weight_U,rule_weight_Uc,rule_weight_Ud,dep_weight_BB,dep_weight_BU,dep_weight_UU,dep_weight_B_Uc,dep_weight_B_Ud,dep_weight_Uc_Uc,dep_weight_Uc_Ud,dep_weight_Ud_Ud,stage1_bucket,dep_density_bucket
hetionet,dep_scale_surprisal_init,1,AeG,419428,53502,53477,0.322277,0.322121,0.322121,-0.000157,-0.048569,-0.000157,0.000000,negative,rule_only,True,False,0.318402,0.318402,0.318402,1748729,2125184,0,0,0,1748729,257,1687266,61114,92,0.000147,0.964853,0.034948,75700,2049484,2125184,1.215273,1.215273,0.677723,1765.206994,,,,,,,,,,,,,"[0.2,0.4)",Q3
hetionet,dep_scale_surprisal_init,2,AuG,77903,9909,10036,0.233201,0.223022,0.231724,-0.001477,-0.633400,-0.010179,0.008702,negative,dependency,True,True,0.223007,0.229312,0.229312,219151,41515,0,0,0,219151,242,187850,31023,36,0.001104,0.857172,0.141560,38967,2548,41515,0.189436,0.189436,0.766799,783.481922,,,,,,,,,,,,,"[0.2,0.4)",Q2
hetionet,dep_scale_surprisal_init,3,CbG,9476,1027,1068,0.358167,0.358215,0.368404,0.010237,2.858261,0.000048,0.010189,neutral,dependency,True,True,0.347834,0.356122,0.356122,20268,6311,0,0,0,20268,33,16804,3419,12,0.001628,0.829090,0.168690,1955,4356,6311,0.311378,0.311378,0.641833,200.911771,,,,,,,,,,,,,"[0.2,0.4)",Q2
hetionet,dep_scale_surprisal_init,4,CcSE,111871,13549,13524,0.214763,0.213599,0.213599,-0.001164,-0.541847,-0.001164,0.000000,negative,rule_only,True,False,0.219474,0.219474,0.219474,368314,958189,0,0,0,368314,20,354467,13156,671,0.000054,0.962404,0.035720,736628,221561,958189,2.601555,2.601555,0.785237,384.823201,,,,,,,,,,,,,"[0.2,0.4)",Q4
hetionet,dep_scale_surprisal_init,5,CrC,5124,699,663,0.474743,0.467691,0.498506,0.023764,5.005574,-0.007052,0.030815,positive,dependency,True,True,0.464828,0.486218,0.486218,10459,1189,0,0,0,10459,37,7175,3247,0,0.003538,0.686012,0.310450,283,906,1189,0.113682,0.113682,0.525257,167.097436,,,,,,,,,,,,,"[0.4,0.6)",Q1
hetionet,dep_scale_surprisal_init,6,CtD,599,85,71,0.351955,0.363975,0.355644,0.003689,1.048119,0.012019,-0.008331,neutral,dependency,True,True,0.354724,0.360742,0.360742,964,84,0,0,0,964,27,573,364,0,0.028008,0.594398,0.377593,64,20,84,0.087137,0.087137,0.648045,13.236664,,,,,,,,,,,,,"[0.2,0.4)",Q1
hetionet,dep_scale_surprisal_init,7,CuG,14879,1957,1920,0.241393,0.240957,0.242493,0.001100,0.455776,-0.000436,0.001536,neutral,dependency,True,True,0.234544,0.238816,0.238816,43933,3559,0,0,0,43933,108,37238,6538,49,0.002458,0.847609,0.148818,3391,168,3559,0.081010,0.081010,0.758607,229.252530,,,,,,,,,,,,,"[0.2,0.4)",Q1
hetionet,dep_scale_surprisal_init,8,CdG,16797,2171,2134,0.204298,0.200529,0.200206,-0.004092,-2.002812,-0.003768,-0.000323,negative,dependency,True,True,0.210081,0.210792,0.210792,54296,24890,0,0,0,54296,103,46988,7148,57,0.001897,0.865404,0.131649,23932,958,24890,0.458413,0.458413,0.795702,216.316644,,,,,,,,,,,,,"[0.2,0.4)",Q2
hetionet,dep_scale_surprisal_init,9,CpD,316,41,33,0.300593,0.300793,0.309318,0.008724,2.902391,0.000200,0.008524,neutral,dependency,True,True,0.299054,0.309522,0.309522,396,14,0,0,0,396,12,254,130,0,0.030303,0.641414,0.328283,14,0,14,0.035354,0.035354,0.699407,6.018483,,,,,,,,,,,,,"[0.2,0.4)",Q1
hetionet,dep_scale_surprisal_init,10,DaG,10127,1194,1302,0.158584,0.158568,0.159167,0.000583,0.367863,-0.000016,0.000600,neutral,dependency,True,True,0.165942,0.166176,0.166176,24054,4665,0,0,0,24054,142,20143,3737,32,0.005903,0.837407,0.155359,4559,106,4665,0.193939,0.193939,0.841416,139.882434,,,,,,,,,,,,,"[0.0,0.2)",Q2
hetionet,dep_scale_surprisal_init,11,DdG,6082,764,777,0.121173,0.121859,0.121859,0.000686,0.566043,0.000686,0.000000,neutral,rule_only,False,False,0.117226,,0.117226,8895,0,0,0,0,8895,105,8113,647,30,0.011804,0.912085,0.072737,0,0,0,0.000000,0.000000,0.878827,67.362219,,,,,,,,,,,,,"[0.0,0.2)",Q1
hetionet,dep_scale_surprisal_init,12,DlA,2906,330,366,0.286592,0.290475,0.293262,0.006670,2.327342,0.003883,0.002787,neutral,dependency,True,True,0.290480,0.298910,0.298910,5510,2428,0,0,0,5510,53,3616,1840,1,0.009619,0.656261,0.333938,1619,809,2428,0.440653,0.440653,0.713408,68.485287,,,,,,,,,,,,,"[0.2,0.4)",Q2
hetionet,dep_scale_surprisal_init,13,DpS,2706,307,344,0.239803,0.240647,0.240647,0.000844,0.352043,0.000844,0.000000,neutral,rule_only,True,False,0.266121,0.266121,0.266121,3490,354,0,0,0,3490,14,2164,1312,0,0.004011,0.620057,0.375931,192,162,354,0.101433,0.101433,0.760197,16.804214,,,,,,,,,,,,,"[0.2,0.4)",Q1
hetionet,dep_scale_surprisal_init,14,DrD,423,58,62,0.221109,0.221503,0.221503,0.000395,0.178460,0.000395,0.000000,neutral,rule_only,True,False,0.207670,0.207670,0.207670,583,182,0,0,0,583,32,196,355,0,0.054889,0.336192,0.608919,182,0,182,0.312178,0.312178,0.778891,8.416134,,,,,,,,,,,,,"[0.2,0.4)",Q2
hetionet,dep_scale_surprisal_init,15,DuG,6212,755,764,0.125872,0.123148,0.125141,-0.000731,-0.580557,-0.002724,0.001993,negative,dependency,True,True,0.136324,0.136769,0.136769,9767,140,0,0,0,9767,111,8958,668,30,0.011365,0.917170,0.068394,137,3,140,0.014334,0.014334,0.874128,77.918237,,,,,,,,,,,,,"[0.0,0.2)",Q1
hetionet,dep_scale_surprisal_init,16,GiG,118198,14406,14560,0.198874,0.202928,0.202928,0.004054,2.038497,0.004054,0.000000,neutral,rule_only,True,False,0.199154,0.199154,0.199154,308614,381504,0,0,0,308614,224,273134,35005,251,0.000726,0.885034,0.113426,349829,31675,381504,1.236185,1.236185,0.801126,1491.947328,,,,,,,,,,,,,"[0.0,0.2)",Q3
hetionet,dep_scale_surprisal_init,17,GpCC,59015,7401,7150,0.658918,0.658328,0.661643,0.002725,0.413571,-0.000590,0.003315,neutral,dependency,True,True,0.648911,0.652722,0.652722,140024,88477,0,0,0,140024,56,129166,10654,148,0.000400,0.922456,0.076087,78416,10061,88477,0.631870,0.631870,0.341082,807.893503,,,,,,,,,,,,,"[0.6,1.0]",Q2
hetionet,dep_scale_surprisal_init,18,GcG,50979,5460,5251,0.089689,0.090008,0.090589,0.000900,1.003459,0.000319,0.000581,neutral,dependency,True,True,0.087035,0.087507,0.087507,69304,10863,0,0,0,69304,11,62109,7128,56,0.000159,0.896182,0.102851,7848,3015,10863,0.156744,0.156744,0.910311,674.743586,,,,,,,,,,,,,"[0.0,0.2)",Q2
hetionet,dep_scale_surprisal_init,19,GpBP,448012,55817,55675,0.598280,0.598365,0.611913,0.013633,2.278741,0.000085,0.013549,neutral,dependency,True,True,0.577970,0.604821,0.604821,1556400,2796236,0,0,0,1556400,73,1493085,61332,1910,0.000047,0.959320,0.039406,2546445,249791,2796236,1.796605,1.796605,0.401720,1776.544036,,,,,,,,,,,,,"[0.4,0.6)",Q3
hetionet,dep_scale_surprisal_init,20,GpMF,78111,9482,9629,0.667833,0.664918,0.666204,-0.001629,-0.243905,-0.002915,0.001286,negative,dependency,True,True,0.650593,0.651672,0.651672,185448,76658,0,0,0,185448,61,171217,13997,173,0.000329,0.923262,0.075477,59550,17108,76658,0.413367,0.413367,0.332167,1090.906505,,,,,,,,,,,,,"[0.6,1.0]",Q2
hetionet,dep_scale_surprisal_init,21,GpPW,67558,8453,8361,0.625002,0.623580,0.624355,-0.000647,-0.103483,-0.001422,0.000775,negative,dependency,True,True,0.602364,0.604883,0.604883,192800,372151,0,0,0,192800,63,176941,15664,132,0.000327,0.917744,0.081245,331572,40579,372151,1.930244,1.930244,0.374998,1006.975016,,,,,,,,,,,,,"[0.6,1.0]",Q3
hetionet,dep_scale_surprisal_init,22,Gr>G,211099,27248,27325,0.036598,0.036931,0.036931,0.000333,0.909378,0.000333,0.000000,neutral,rule_only,True,False,0.036525,0.036525,0.036525,895639,106495,0,0,0,895639,294,823578,70543,1224,0.000328,0.919542,0.078763,90108,16387,106495,0.118904,0.118904,0.963402,768.333974,,,,,,,,,,,,,"[0.0,0.2)",Q1
hetionet,dep_scale_surprisal_init,23,PCiC,902,63,64,0.511210,0.501131,0.525344,0.014134,2.764799,-0.010079,0.024213,neutral,dependency,True,True,0.469865,0.497089,0.497089,564,17,0,0,0,564,11,325,228,0,0.019504,0.576241,0.404255,17,0,17,0.030142,0.030142,0.488790,20.029565,,,,,,,,,,,,,"[0.4,0.6)",Q1
